DISEASES_spacy,DRUGS_spacy,DISEASES_BERT,DRUGS_BERT
depressed lvef right ventricular chamber size and free wall motion,,,
atheroma,,,
atheroma,,,
calcification of left coronary cusp,phenylephrine,,
aortic valve stenosis trace aortic regurgitation,,,
mitral regurgitation,,,
pericardial effusion,,,
pneumothorax,,,
pneumothorax,,,
atelectatic,vancomycin,,
systolic heart failure,zoloft lisinopril,,
htn,asprin thiamin plavix protonix,,
prostate,folate,,
gastric ulcer,lupron,,
status epilepticus,753,,
ileus,,,
weight loss,,,
,ativan,,
,dilantin,,
,glucose,,
,nitrite,,
,glucose,,
,bilirubin,,
,glucose lactate,,
,glucose urea,,
,creat sodium potassium chloride,,
seizures,dilantin,,
seizure,,,
seizure,,,
,dilantin,,
,dilantin,,
,dilantin,,
encephalopathy,dilantin toxicity,,
encephalopathic,,,
infection,,,
pneumonia,,,
pneumonia,levofloxacin,,
leukocytosis,flagyl,,
seizure,,,
iratory distress,lasix,,
pulmonary edema,lasix,,
anemia,iron,,
chronic disease,folate,,
pain,,,
encephalopathy,fentanyl,,
hyponatremia,tylenol,,
hypomagnesemia hypocalcemia,,,
hypokalemia,,,
stroke,ppx,,
dispo,heparin,,
,heparin,,
,heparin,,
,protonix,,
seizure pneumonia,fentanyl,,
right flank pain,V1005,,
pains,V1009,,
fatigue,,,
dysuria,,,
hematuria,,,
cord compression,,,
headache,,,
weight loss,,,
fever,,,
chills,,,
anorexic,,,
dizziness,,,
headedness vertigo weakness of extremities,,,
tremor parasthesias,,,
psychiatric,,,
depression,,,
ideation,,,
iplopia loss of vision photophobia wears glasses ent no dry mouth,,,
ulcers bleeding nose gums tinnitus sinus pain sore throat,,,
chest pain,,,
syncope,,,
orthopnea palpitations,,,
peripheral edema pulmonary no shortness of breath hemoptysis pleuritic pain,,,
nausea and vomiting,,,
diarrhea constipation hematemesis melena hematochezia,,,
pain,,,
lymphadenopathy,,,
hematuria,,,
incontinence,chemo,,
rash,,,
pruritis,,,
arthralgias,,,
allergy,,,
allergies,,,
left adnexal dermoid,angio,,
blood loss anemia hemoperitoneum,,,
bleeding,,,
hepatic tumors,,,
bleeding,,,
pain,,,
hemoperitoneum,,,
liver lesions,swtiched,,
bleeding,contin,,
fevers,,,
infection,,,
cough,,,
dysuria,,,
cancer or blood,,,
pain,,,
pain,lovenox,,
pain,,,
carcinomatosis,,,
abdomien hepatocellular carcinoma,,,
liver cancer hemoperitoneum,alcohol,,
loss of consciousnes,hepatitis c cirrhosis,,
hematemesis,alcohol,,
hypotensive,ceftriaxone,,
hematemesis,vancomycin,,
vomit,,,
,glucose,,
,creat na,,
,calcium,,
,ethanol acetmnp,,
,lactate,,
bleeding,glucose,,
bleeding,creat na,,
bleeding,calcium,,
bleeding,,,
pleural effusion,,,
pneumothorax,,,
abdomen gaseous distention,,,
loop of small bowel,,,
partial small bowel obstruction,,,
hepatitis c,,,
cirrhosis,,,
esophageal varices,,,
cirrhosis,sucralfate,,
hematemesis,protonix,,
blood loss hypovolemic shock,sucralfate,,
hypotension,pantoprazole,,
,iron,,
,lactate,,
,lactate,,
quired,lactulose,,
tremor,diazepam,,
cirrhosis,alcoholic hepc,,
cirrhosis,,,
blood alcohol,,,
thormbocytopenia,ceftriaxone,,
ascites,,,
encephalopathy,,,
tremor,,,
somnolent,,,
hypertension,,,
bleeding,nadolol,,
hypokalemia,lasix,,
depression,lisinopril,,
migraines,citalopram,,
hypokalemia,furosemide,,
,spironolactone,,
,nadolol,,
,acetaminophen caff butalbital,,
,citalopram,,
alcoholic intoxication secondary hepatitis c,folic acid,,
cirrhosis migraines hypertension,multivitamins,,
low back pain,thiamine,,
depression,,,
lastname cell disease,,,
chest pain,,,
headache rhinorrea,,,
fatigue,,,
cough,,,
pain,oxygen,,
chills,,,
pain,,,
urinary complaints,,,
lightheadedness,,,
dizziness,,,
pain,ceftriaxone,,
,azithromycin,,
,morphine,,
,dilaudid,,
,glucose,,
opacity,,,
pleural effusion,,,
pleural effusion,,,
atelectasis,,,
pleural effusion left basilar atelectasis,,,
pleural effusions,,,
pneumonia,,,
pleural effusion,,,
right pleural effusion,,,
pleural effusion,,,
pleural effusion,,,
atelectasis,,,
pleural effusion,,,
aortic regurgitation,,,
valve prolapse,,,
pulmonary artery systolic,,,
hypertension,,,
pericardial effusion,,,
pain,,,
hypoxemia pneumonia,,,
chest syndrome,,,
pneumonia,,,
acute chest syndrome,,,
hypoxemia,ceftriaxone,,
chlamydia,azithromycin,,
fever,,,
hypoxemia,,,
pneumonia,ceftriaxone,,
blood multiple allo,azithromycin,,
chlamydia,,,
multilobar,lasix,,
pleural effusions,oxygen,,
,levofloxacin,,
,ceftriaxone,,
,azithromycin,,
leukocytosis,levofloxacin,,
effusion,,,
effusion,,,
reticulocytosis,prednisone,,
anemia,folate,,
pain,iron,,
,hydroxyurea,,
pain,dilaudid,,
vaginosis,oxycodone,,
bacterial vaginosis,tylenol,,
,naproxen,,
,oxycontin oxycodone naproxen tylenol,,
,flagyl,,
,flagyl,,
vaginosis,folate,,
pneumonia,metronidazole,,
vaginosis,herpes s,,
respiratory failure,,,
pain,,,
chest pain,,,
nausea,,,
calor,morphine,,
head finger pain,nitro,,
stiff sore,,,
achy,,,
calor,,,
pain,,,
aches,,,
chest pain,,,
pain,,,
pain,,,
chest pain shortness of breath,imilar,,
upper back pain,nitro,,
pain,morphine,,
nausea,morphine,,
dyspnea,,,
lightheadedness,,,
chest pain,,,
thirst,morphine,,
orthopnea,,,
stroke,,,
venous thrombosis,,,
pulmonary embolism bleeding,,,
myalgias,,,
hemoptysis,,,
chills,,,
rigors,,,
exertional buttock,,,
pain,,,
chills,albuterol,,
abdominal pain,,,
rash,,,
congestion cough,,,
chest pain dyspnea,,,
exertion paroxysmal nocturnal,,,
dyspnea ankle edema palpitations,,,
syncope,,,
presyncope,,,
pleural effusions,,,
lv enlargement,,,
atherosclerotic,,,
hyperinflated,,,
obstructive disease,,,
opacity,,,
osteopenia,,,
kyphosis,,,
abnormality,,,
pulmonary edema,,,
pleural effusions,,,
pulmonary edema,,,
pneumonia,,,
interstitial edema,,,
cardiomegaly,,,
pleural effusions,,,
vascular congestion supine abdomen,,,
left abdomen bowel,,,
pneumatosis,,,
pneumothorax,,,
coags,,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na k cl hc,,
angap pm blood glucose,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,calcium,,
,calcium,,
,calcium,,
,calcium,,
,calcium,,
,calcium,,
,calcium,,
,calcium,,
,calcium,,
,calcium,,
,calcium,,
,calcium,,
,calcium,,
,calcium,,
,calcium,,
,calcium,,
pain,,,
chest pain,,,
chest pain,aspirin,,
heart failure,clopidogrel,,
pulm edema,lasix,,
respiratory distress,lasix,,
pulmonary edema,lasix,,
chronic renal failure stage,lasix,,
,creatinine,,
dehydration,creatinine,,
volume overload,lasix,,
pulmonary edema,,,
renal artery stenosis,,,
atrophic right kidney left renal artery stenosis,,,
pain,,,
pain,,,
leukocytosis,morphine,,
chest pain,,,
pain,,,
erythema swelling calor,,,
gout septic arthritis,,,
osteomyelitis,,,
effusion,amlodipine carvedilol furosemide,,
infection,statins,,
hypertension,statins,,
pulmonary edema,,,
hyperlipidemia,,,
diabetes di,,,
,famotidine,,
,senna,,
,famotidine,,
,calcitriol,,
,aspirin,,
,clopidogrel,,
heart failure pulmonary edema left renal artery stenosis,cyanocobalamin,,
hypertension diabetes coronary artery disease,hydralazine,,
,isosorbide mononitrate,,
,docusate sodium,,
,felodipine,,
,carvedilol,,
,furosemide,,
,iron ferrous,,
aortic valve,pda,,
coronary disease,glucose,,
,creat na,,
,heparin,,
purulent,,,
infectious disease,,,
reflux,,,
arterial occlusion,,,
erythema,,,
edema,lasix,,
nausea,pda,,
,reglan,,
atrial fibrillation,lasix,,
thrombocytopenia,heparin,,
,argatroban,,
,coumadin,,
swelling,argatroban,,
aggressive bowel,,,
nausea,,,
bradycardia,aspirin,,
atrial fibrillation,lisinopril,,
breast carotid stenosis,qam,,
,qpm,,
,qam,,
,qpm nitropaste lasix,,
cellulitis,heparin,,
atrial fibrillation,,,
gastroparesis ileus,,,
copd,flagyl,,
cough,vanco,,
pneumonia,levo,,
,flagyl,,
abdominal pain,lovenox,,
hematoma,,,
pelvic bowel,,,
tachycardia,,,
chest pain,,,
chest pain,,,
dysuria,,,
knee pain,glucose urea,,
,creat sodium potassium chloride,,
,nitrite,,
,glucose,,
,ketone,,
,bilirubin,,
,lactate,,
,glucose,,
,creat na,,
,calcium,,
pulmonary embolism,,,
hematoma,,,
pelvic bowel,,,
opacity,,,
pneumonia,,,
pleural effusions,,,
pneumothorax,,,
opacity,,,
pneumonia,,,
thrombus,,,
thrombus,,,
venous thrombi,,,
sinus tachycardia,,,
copd,,,
hematoma,na,,
pneumonia,enoxaparin,,
pneumonia,levofloxacin,,
cough,vancomycin,,
,levofloxacin,,
,vancomycin,,
cough,vancomycin,,
,levofloxacin flagyl vancomycin,,
,gpc,,
,levofloxacin,,
allergy,penicillin,,
,cephalosporins,,
pulmonary embolism,vancomycin,,
pes,meropenem,,
,coumadin,,
hematoma,vitamin k,,
hematoma,lovenox,,
,lovenox,,
,heparin,,
,coumadin,,
hematoma,quently,,
hypercoagulable,,,
hyperhomocysteinemia,,,
antiphospholipid antibody malignancy,,,
hypogammaglobulinemia,,,
lower extremity pain,,,
venous thrombi,,,
lupus,lovenox,,
hypercoagulability,,,
bleeding,,,
hematoma,,,
hematoma,,,
sinus tachycardia,heparin,,
bleed,coumadin,,
hematoma,heparin,,
hematoma,,,
abdominal pain,,,
pain,,,
hematoma,,,
zoster,,,
herpes,,,
itchiness,acyclovir candidal vaginitis,,
bleeding,fluconazole,,
diverticulosis,,,
bleeding,,,
constipation,lipitor depression,,
hyperlipidemia,prozac risperdone,,
ulcerative colitis,mesalamine orthostatic hypotension,,
,midodrine,,
,risperidone,,
,bupropion,,
,nicotine,,
,ascorbic acid,,
,calcium carbonate,,
,ferrous gluconate,,
,atorvastatin,,
,fluticasone salmeterol,,
,midodrine,,
,tiotropium bromide,,
,mesalamine,,
,pantoprazole,,
,albuterol,,
,docusate sodium warfarin,,
,ipratropium,,
,clonazepam,,
pulmonary embolism,quinolone,,
dvt,,,
pneumonia,,,
bleed,,,
hematoma,,,
acute blood loss anemia,,,
pulmonary embolism noscomial pneumonia,,,
coagulopathy,,,
vagnitis,,,
otitis,,,
tachycardia diarrhea,,,
left renal cyst m,,,
bacteremia,,,
hematoma,,,
chronic orthostatic hypotension,,,
otitis,,,
ulcerative colitis,,,
chronic obstructive pulmonary disease depression,,,
schizoaffective disorder,,,
left sided weakness,,,
trauma,,,
vertigo,,,
right thalamocapsular hemorrhage,,,
weight loss,,,
voice difficulty swallowing hearing dizziness vertigo diplopia blurry vision headache,,,
head trauma,,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,calcium,,
,chol,,
,ammonia,,
,ethanol,,
,acetmnp,,
,ampicillin sulbactam,,
,cefazolin,,
,cefepime,,
,ceftazidime,,
,ceftriaxone,,
,cefuroxime,,
,gentamicin,,
,imipenem,,
intraparenchymal hemorrhage,cin s s s meropenem s s s nitrofurantoin,,
edema,piperacillin,,
,tobramycin,,
,trimethoprim sulfa,,
,ampicillin sulbactam,,
,cefazolin,,
,cefepime,,
,ceftazidime,,
,ceftriaxone,,
,cefuroxime,,
,gentamicin,,
,imipenem,,
,levofloxacin,,
,meropenem,,
,piperacillin,,
,tobramycin,,
hemorrhage,,,
hemorrhage,,,
infarction,,,
dislocation,,,
atelectasis,,,
pleural effusions,,,
opacification,,,
pneumonia,,,
dilated a patent foramen ovale or small atrial septal defect,,,
left ventricular systolic dysfunction,,,
distal septal hypokinesis overall left ventricular systolic function,,,
depressed,,,
left ventricular systolic function,,,
depressed,,,
valvular regurgitation right ventricular chamber size and free wall motion,,,
aortic regurgitation,,,
mitral regurgitation,,,
pericardial effusion,,,
embolus,,,
hemorrhage,,,
hemiplegia,,,
hypertensive hemorrhage,,,
aneurysm,,,
hemorrhagic,,,
embolic,,,
htn,,,
vascular malformation,hydralazine,,
hypertensive,levofloxacin,,
encephalopathy,metronidazole,,
pleural effusions,,,
pneumonia,,,
pleural effusions,levofloxacin,,
pneumonia,flagyl,,
,oxygen,,
hyophosphatemia,,,
hypomagnesemia,,,
hematuria,gentamicin,,
pneumoniae urosepsis,ceftriaxone,,
thrombocytopenia,,,
pneumonia,ntamicin,,
thrombocytopenia,levaquin,,
anemia,flagyl,,
anemia,heparin,,
illness,,,
dvt,,,
pain,,,
fracture,,,
dryness,,,
stroke,,,
right thalamocapsular hemorrhage,,,
hypertension,,,
right thalamocapsular hemorrhage left hemiplegia htn,,,
copd,dexamethasone,,
hypertension,,,
bleeds,,,
dyspnea,,,
dyspnea,chemo,,
copd,,,
hypertension,,,
respiratory distress,levofloxacin,,
,prednisone,,
blood neuts lymphs monos eos baso am blood gran,glucose,,
,creat na,,
,calcium,,
,iron,,
,nitrite,,
,glucose,,
,ketone,,
pulmonary htn,,,
copd,,,
hypercarbic hypoxemic resp failure,,,
copd exacerbation,,,
copd,retitration,,
copd,,,
pneumonia,,,
leukocytosis,,,
status somnolence,,,
hypercarbia,,,
renal failure,creatinine,,
,creatinine,,
nephrotoxic,,,
htn,,,
obesity,,,
copd,,,
bleeding,,,
pulmonary htn,,,
dyspnea,,,
copd exacerbation acute,,,
respiratory failure,,,
copd exacerbati,,,
bronchospasm,steroids abx,,
acute kidney injury,bronchodilators,,
renal azotemia,steroids,,
,levofloxacin,,
,creat,,
,creatinine,,
urinary retention,creatinine,,
right heart failure,torsemide,,
chronic lung disease,,,
hypertension,,,
peripheral edema,creatinine,,
htn,carvedilol lisinopril,,
,creatinine,,
,bortezomib,,
,velcade,,
,carvedilol,,
,calcium carbonate,,
,calcium,,
,cholecalciferol vitamin d,,
,lisinopril,,
,omeprazole,,
,vitamins,,
shortness of breath,torsemide,,
hypercarbic respiratory failure copd obstructive sleep,,,
apnea,,,
htn,,,
loose stool,,,
tarry,,,
lightheadness weakness,,,
nausea,,,
abdominal pain,,,
weakness,,,
dysuria,,,
bleeding,pat,,
infarct,,,
pyelonephritis,,,
pleural effusion,,,
atelectasis,,,
bloody bowel movements,,,
bleeding,,,
bleeding,,,
,iron,,
bleed,,,
bleeding,ence,,
lower lobe pneumonia,iron,,
,cipro,,
anemia,,,
hypertensive,,,
hypertension,,,
tract infection,diovan,,
hemorrhagic shock,"78559, 2851, 4019, 5990",,
blood loss anemia urinary tract infection,,,
lower lobe pneumonia,,,
nausea weight loss,,,
nausea,,,
abdominal pain,,,
pain,,,
pain,darvocet,,
ovarian malignancy,,,
abdominal pain,,,
pelvic mass cm and small lesions,,,
angina,lasix,,
epithelioid malignant mesothelioma,,,
malignancy,,,
tumor,,,
carcinoma,,,
malignant mesothelioma,,,
tumor,,,
intestine of bowel,,,
tumor,,,
pleural effusions,,,
pulmonary edema,,,
pleural effusion,,,
atelectasis,,,
thrombus,,,
thrombus,,,
pleural effusion,,,
atelectasis,,,
ascites,,,
hematoma,,,
tumor,,,
hematoma,,,
infection,,,
tumor,,,
colitis,,,
pneumatosis,,,
bowel obstruction,,,
heterogeneous lobul,,,
lymphoma,,,
lymphadenopathy,,,
obstruction right sided hydronephrosis,,,
proximal hydroureter small,,,
fracture,,,
neoplasm,,,
sigmoid colon small,,,
ovarian adenocarcinoma,,,
clear cell carcinoma of the ovary or possibly metastatic,,,
endometrial carcinoma adrenal renal or colonic origin,,,
mesothelioma,,,
pelvic mass resection,,,
hypotension,,,
,flagyl keflex,,
infection,vancomycin,,
hemotoma,,,
infection,,,
dyspnea,albuterol,,
,desaturated,,
,oxygen,,
bleeding,,,
hematoma,,,
hemolytic reaction,,,
hemolytic reaction,albuterol,,
hemolytic reaction,lasix,,
acute hemolytic reaction,,,
dyspnea,,,
acute pulmonary distress,,,
atrial fibrillation,metoprolol,,
,diltiazem,,
fracture,metoprolol,,
hypotension,,,
pain,metoprolol,,
pain,coumadin,,
somnolence,morphine,,
pain,,,
coagulopathy,,,
,coumadin,,
,levothyroxine,,
,heparin,,
,pcp name nameis,,
mesothelioma l compression,coumadin,,
hemolytic reaction,atenolol,,
infection,furosemide,,
copd osteoporosis hypothyroid,,,
htn hyperlipidemia,,,
tobacco abuse s p left last name lf first name lf and pvd with a month history of exertional chest tightness,,,
shortness of breath,,,
,thallium,,
,glucose,,
,creat na,,
,cholest,,
,chol,,
interstitial lung disease,,,
atherosclerotic calcifications,luminal,,
stenosis,luminal,,
orificial stenosis,,,
stenosis,,,
calcifications,,,
artery thoracic aorta,,,
pericardial effusion,,,
fatty hilum intrathoracic lymph nodes are stable measuring up to mm in the superior paratracheal region,,,
pectus,,,
calcification of the abdominal aorta,,,
celiac artery stenosis,,,
renal stones,,,
calcifications,,,
atherosclerosis,,,
interstitial lung disease,,,
renal stones,,,
left ventricle stroke,,,
ventricle cardiac output l min left ven,,,
hypertrophy,,,
atheroma,,,
atheroma,,,
atheroma,,,
descending thoracic aorta aortic valve,,,
mitral annular calcification,,,
pulmonic valve pulmonary artery normal pulmonic valve leaflets no pr pericardium no pericardial effusion,,,
atrial septal defect,,,
atheroma,,,
atheroma,,,
atheroma,,,
aortic stenosis,,,
aortic valve stenosis,,,
aortic regurgitation,,,
mitral regurgitation,phenylepherine,,
pericardial effusion,,,
coronary artery disease,,,
,phenylephrine,,
,lasix,,
,betablockers statin aspirin,,
,lisinopril,,
,metoprolol succinate,,
,nitroglycerin,,
,aspirin,,
,cholecalciferol vitamin d,,
back pain,diphenhydramine,,
coronary artery disease s p,multivitamin,,
hypertension hyperlipidemia,iron mineral,,
,niacin,,
,potassium gluconate,,
vascular disease gout spinal stenosis arhtritis kidney stone,"41401, 2851, 4019, 2724, V1582, 4439, 2749, 51889,",,
tetanus,,,
airway swelling,,,
thrombotic,,,
trauma,cocaine,,
chest pain dyspnea,,,
exertion paroxysmal nocturnal,,,
dyspnea orthopnea ankle edema palpitations,,,
syncope,,,
presyncope,,,
,glucose,,
,creat na,,
,calcium,,
,ethanol,,
,acetmnp,,
,glucose lactate,,
depression,glucose,,
acute myocardial infarction,,,
acute inferior myocardial infarction,,,
depression,,,
vessel disease,,,
stenosis,,,
stenosis,,,
thrombotic,,,
stenosis,,,
trauma,pda,,
vessel coronary artery disease,pda,,
intracranial abnormality,,,
fracture,,,
malalignment,,,
fractures,,,
muscle herniation,,,
swelling,,,
hematoma,,,
emphysema,,,
emphysema,,,
fracture,,,
fractures,,,
ocular muscle entrapment,,,
traumatic injuries,,,
adrenal adenoma,,,
atelectasis,,,
ventricular hypertrophy,,,
left ventricular systolic dysfunction,,,
aortic valve leaflets,,,
aortic valve stenosis,,,
mitral regurgitation,,,
pulmonary artery systolic hypertension,,,
pericardial effusion,,,
regional biventricular systolic dysfunction c w rca territory,,,
infarction,,,
infarction,,,
mitral regurgitation,,,
pulmonary hypertension,,,
vessel coronary artery disease,,,
hypotension,dopamine,,
vessel coronary artery disease,dopamine,,
thrombosis,,,
hypotension,,,
hematoma,,,
hematomas,,,
infection,,,
fractures,,,
sinusitis,,,
chest abdomen pelvis with contrast no acute intra,,,
infection,,,
pericardial effusion,,,
pleural effusions,,,
left compressive atelectasis of left greater than right lower lobes fatty deposition,,,
edema,,,
depressed lvef secondary,,,
depressed,,,
pericardial effusion,,,
effusion,,,
tamponade,,,
atrial septal defect,tte,,
left ventricular systolic dysfunction,,,
thrombi,,,
ventricular septal defect,,,
aortic regurgitation,,,
mitral regurgitation,,,
pericardial effusion,,,
tamponade,,,
pseudoaneurysm,,,
intracranial hemorrhage,,,
hematoma,,,
fractures,,,
fracture,,,
hematomas,,,
supraventricular tachycardia,,,
myocardial infarction,,,
ischemia,,,
stenosis,,,
thrombotic,cocaine,,
right ventricular ischemia infarction,cocaine,,
biventricular systolic dysfunction c w rca territory,tte,,
infarction,,,
infarction,,,
mitral regurgitation,,,
pulmonary hypertension,,,
ventricular bradycardia,,,
hypotension,,,
biventricular failure,,,
thrombosis,,,
right ventricular failure,,,
pulmonary edema,,,
infarct,,,
left ventricular systolic dysfunction,,,
pericardial effusion,,,
tamponade supraventricular tachycardia,,,
atrial fibrillation,,,
sinus tachycardia,,,
atrial tachycardia,,,
ventricular bradycardia,,,
arrhythmia,,,
infarct,,,
heartblock,,,
flutter,amiodarone,,
,metoprolol tartrate,,
,amiodarone,,
,metoprolol,,
bradycardia,metoprolol,,
bradycardia,,,
flutter,,,
thromboembolic,aspirin,,
systolic heart failure,metoprolol lisinopril,,
left ventricular dysfunction,spironolactone,,
heart failure,lasix,,
volume overload hypotension,lasix,,
atrial tachycardia,dopamine,,
